execno,acc,loss,exec_time
0.0,0.26969999074935913,1.910600507736206,23.83382558822632
0.0,0.3208000063896179,1.8632354333877563,24.47198963165283
0.0,0.10000000149011612,2.3025951629638666,23.70425796508789
0.0,0.3192000091075897,1.8503907703399656,23.35395193099976
0.0,0.19130000472068787,2.030605993270874,23.56041026115417
0.0,0.1965000033378601,2.0287922607421875,24.919662475585927
0.0,0.1914999932050705,2.0271576663970947,24.034082174301147
0.0,0.1977999955415725,2.0343213008880614,24.08507466316223
0.0,0.31200000643730164,1.8485789375305173,23.49314308166504
0.0,0.3492000102996826,1.7899816205978394,24.611467361450195
0.0,0.1915999948978424,2.0430484375,24.900084495544434
0.0,0.2502999901771545,1.9464972705841064,26.957407474517822
0.0,0.3230000138282776,1.843352267074585,24.362120389938354
0.0,0.10000000149011612,2.302593608093262,23.674864292144772
0.0,0.3804999887943268,1.7453960269927982,24.210304737091064
0.0,0.3490999937057495,1.8027485439300537,23.92931032180786
0.0,0.1923000067472458,2.026814384269714,24.534422159194946
0.0,0.3124000132083893,1.850492533874512,24.225152015686035
0.0,0.2660999894142151,1.922926518058777,23.811829805374146
0.0,0.3725999891757965,1.7521604782104492,23.801602840423584
0.0,0.38749998807907104,1.726476330566406,23.254613637924194
0.0,0.3680000007152557,1.755694465827942,23.943379402160645
0.0,0.10000000149011612,2.3025891845703126,23.92802906036377
0.0,0.1842000037431717,2.063526041030884,23.76208472251892
0.0,0.3262999951839447,1.8244652488708497,23.50986909866333
0.0,0.32179999351501465,1.841448760986328,23.45035815238953
0.0,0.3732999861240387,1.7411459917068481,23.262523889541626
0.0,0.26280000805854803,1.9201492753982543,23.29339122772217
0.0,0.2615000009536743,1.9084781002044682,23.563766956329346
0.0,0.10000000149011612,2.3025991737365716,23.49803113937378
0.0,0.32420000433921814,1.830204993057251,23.69327688217163
