execno,acc,loss,exec_time
0.0,0.9614999890327454,0.13471542661711575,12.954228401184082
0.0,0.963800013065338,0.12144882194772362,11.711872339248655
0.0,0.9628999829292296,0.12106946122124793,11.986424684524536
0.0,0.9659000039100648,0.11712928812652824,12.266587495803833
0.0,0.9642000198364258,0.12304946465864774,12.175718784332275
0.0,0.9653999805450441,0.123011061938107,12.296520709991455
0.0,0.9646000266075134,0.11513871325328945,11.897331476211548
0.0,0.9610000252723694,0.1308472594797611,12.170196533203125
0.0,0.9625999927520752,0.12858486151099205,12.630855083465574
0.0,0.9628000259399414,0.12236702651754022,12.02588963508606
0.0,0.9650999903678894,0.12384491867907345,12.171168565750122
0.0,0.9629999995231628,0.13146860802546145,11.80232310295105
0.0,0.9646999835968018,0.12063219769746066,12.011565923690796
0.0,0.964299976825714,0.12135721007585525,11.970252275466919
0.0,0.96670001745224,0.1147959965609014,11.828747749328613
0.0,0.9659000039100648,0.11271419634521007,12.068391561508179
0.0,0.9659000039100648,0.12197577849924565,12.244028806686401
0.0,0.9666000008583068,0.11548076939545572,12.080888271331787
0.0,0.9635000228881836,0.12498605286180972,11.6186363697052
0.0,0.963800013065338,0.12715819187760352,11.772647857666016
0.0,0.9674000144004822,0.11321751744523645,12.274661540985107
0.0,0.9668999910354614,0.11372646977975966,12.038838386535645
0.0,0.9653000235557556,0.11933963076993825,12.37251877784729
0.0,0.9634000062942504,0.12794568800106645,11.744792461395265
0.0,0.9624999761581421,0.12824977029711007,12.288853168487547
0.0,0.9656000137329102,0.12262608851641416,12.480279922485352
0.0,0.9603999853134156,0.13714581519812347,12.190547704696655
0.0,0.9642000198364258,0.12609673002660274,12.5198335647583
0.0,0.961300015449524,0.12970051472634078,11.851229190826414
0.0,0.9603999853134156,0.1328921031437814,12.199837923049927
0.0,0.963699996471405,0.12280777022838593,12.046992778778074
0.0,0.9643999934196472,0.1235390219181776,11.740272045135498
0.0,0.9635999798774719,0.1283124715641141,13.838468790054321
