execno,acc,loss,exec_time
0.0,0.3621000051498413,1.7505230392456057,25.760976552963253
0.0,0.3294000029563904,1.8140282249450683,28.007225751876828
0.0,0.3711999952793121,1.741003733062744,27.881905555725087
0.0,0.34850001335144043,1.7776072813034058,27.834192276000977
0.0,0.4061000049114227,1.6522783748626708,29.058168649673465
0.0,0.4043999910354614,1.6790530862808228,27.50784063339233
0.0,0.3334999978542328,1.8008543613433838,26.53191637992859
0.0,0.18870000541210166,2.0404474082946766,25.999792337417606
0.0,0.4158999919891357,1.6286966220855712,29.0731897354126
0.0,0.4059999883174896,1.6386865713119507,27.201213121414185
0.0,0.3736000061035156,1.7453593479156495,33.69547963142395
0.0,0.3788999915122986,1.7164097522735595,32.625755310058594
0.0,0.3941000103950501,1.6900408557891846,32.22442960739136
0.0,0.35510000586509705,1.7735207462310791,31.703654527664185
0.0,0.3276999890804291,1.8129882106781008,31.97269153594971
0.0,0.38609999418258667,1.7034253803253174,29.82497358322144
0.0,0.3815999925136566,1.7138533338546753,25.28999328613281
0.0,0.3379000127315521,1.790153005027771,25.550617218017567
0.0,0.4106999933719635,1.6389183145523072,29.71020531654358
0.0,0.2711000144481659,1.9020736114501955,34.65679907798767
0.0,0.2549999952316284,1.9104886301040649,32.531297445297234
0.0,0.38429999351501465,1.7145267143249512,32.746876955032356
0.0,0.3867000043392181,1.7242856288909911,32.85964226722717
0.0,0.3294000029563904,1.8294336585998527,32.48969674110413
0.0,0.3447999954223633,1.7816807834625243,33.14115834236145
0.0,0.3605000078678131,1.7348435718536377,32.90375804901123
0.0,0.3391999900341034,1.7992302356719971,33.829218864440925
0.0,0.3691999912261963,1.75808949508667,32.51228809356689
0.0,0.3957000076770783,1.6736249141693116,32.91067624092102
0.0,0.40369999408721924,1.6683209510803223,32.70303177833557
