execno,acc,loss,exec_time
0.0,0.9621999859809875,0.1411209629878402,12.875154972076414
0.0,0.9656999707221984,0.11736056850403548,12.176575422286987
0.0,0.9617000222206116,0.13246385640799999,12.801746368408205
0.0,0.9623000025749208,0.13302197739295665,12.57957410812378
0.0,0.9656000137329102,0.12238056151643395,13.11486554145813
0.0,0.9563000202178956,0.14330597227215766,12.412960529327393
0.0,0.9598000049591064,0.1494425749927759,12.708802938461304
0.0,0.9614999890327454,0.14279812513068318,13.217183828353882
0.0,0.9592999815940856,0.14319933848008515,12.9497549533844
0.0,0.9610000252723694,0.13565459493845702,12.771575450897215
0.0,0.9607999920845032,0.136524457898736,12.817358016967773
0.0,0.962499976158142,0.138951182025671,13.04644227027893
0.0,0.9603000283241272,0.13756507365256548,12.697994232177734
0.0,0.95660001039505,0.15546192888021468,12.609923601150513
0.0,0.9629999995231628,0.1305794725805521,12.784121990203856
0.0,0.9625999927520752,0.12341924181431532,13.121071577072144
0.0,0.963599979877472,0.13427128019705414,12.76241421699524
0.0,0.9649999737739564,0.12356303359009325,12.710480213165285
0.0,0.959500014781952,0.14200330199673772,13.247575998306274
0.0,0.9635000228881836,0.12876800461560484,13.884051084518433
0.0,0.9628000259399414,0.12699757471978665,12.648414850234985
0.0,0.9607999920845032,0.1365004978215322,12.464217901229858
0.0,0.961899995803833,0.13429736488759514,12.178662538528442
0.0,0.962499976158142,0.13320367591846735,12.467392683029175
0.0,0.9616000056266784,0.13047351120561362,12.68649935722351
0.0,0.9574999809265136,0.14916281629800796,12.728365659713745
0.0,0.9639000296592712,0.12635074083656073,13.67623233795166
0.0,0.9599000215530396,0.1377330863583833,12.826441764831545
0.0,0.961899995803833,0.13514523888975385,13.077640295028687
0.0,0.9603999853134156,0.13404733382426198,12.916378259658813
0.0,0.9606000185012817,0.14103089470416308,13.701278924942017
